"NGA","Polity","Variable","Value.From","Value.To","Date.From","Date.To","Fact.Type","Value.Note","Date.Note"
"Paris Basin","FrValoE","Most frequent collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Paris Basin","FrValoE","Most euphoric collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Paris Basin","FrValoE","Most euphoric collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Paris Basin","FrValoE","Most euphoric collective ritual of the official cult Frequency for the audience","2","","","","simple","simple",""
"Paris Basin","FrValoE","Normative Ideological precepts concerning morality/supernatural beings High Gods (creator gods)","3","","","","simple","simple",""
"Paris Basin","FrValoE","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of fairness","1","","","","simple","simple",""
"Paris Basin","FrValoE","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of human reciprocity","1","","","","simple","simple",""
"Paris Basin","FrValoE","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of in-group loyalty","0","","","","simple","simple",""
"Paris Basin","FrValoL","Social Scale Polity Population","10000000","12000000","1470","","complex","range","simple"
"Paris Basin","FrValoL","Social Scale Polity Population","16000000","","1500","","complex","simple","simple"
"Paris Basin","FrValoL","Social Scale Polity Population","18000000","","1515","","complex","simple","simple"
"Paris Basin","FrValoL","Social Scale Polity Population","20000000","","1560","","complex","simple","simple"
"Paris Basin","FrValoL","Social Scale Polity territory","400000","500000","","","complex","range",""
"Paris Basin","FrValoL","Social Scale Population of the largest settlement","250000","300000","","","complex","range",""
"Paris Basin","FrValoL","Hierarchical Complexity Administrative levels","5","6","","","complex","range",""
"Paris Basin","FrValoL","Hierarchical Complexity Military levels","10","12","","","complex","range",""
"Paris Basin","FrValoL","Hierarchical Complexity Religious levels","7","","","","simple","simple",""
"Paris Basin","FrValoL","Hierarchical Complexity Settlement hierarchy","6","","","","simple","simple",""
"Paris Basin","FrValoL","Professions Professional military officers","1","","","","simple","simple",""
"Paris Basin","FrValoL","Professions Professional soldiers","1","","","","simple","simple",""
"Paris Basin","FrValoL","Professions Professional priesthood","1","","","","simple","simple",""
"Paris Basin","FrValoL","Bureaucracy characteristics Full-time bureaucrats","1","","","","simple","simple",""
"Paris Basin","FrValoL","Bureaucracy characteristics Examination system","0.9","","","","simple","simple",""
"Paris Basin","FrValoL","Bureaucracy characteristics Merit promotion","0","","","","simple","simple",""
"Paris Basin","FrValoL","Bureaucracy characteristics Specialized government buildings","1","","","","simple","simple",""
"Paris Basin","FrValoL","Law Courts","0.9","","","","simple","simple",""
"Paris Basin","FrValoL","Law Formal legal code","1","","","","simple","simple",""
"Paris Basin","FrValoL","Law Judges","0.9","","","","simple","simple",""
"Paris Basin","FrValoL","Law Professional Lawyers","1","","","","simple","simple",""
"Paris Basin","FrValoL","Specialized Buildings: polity owned irrigation systems","1","","","","simple","simple",""
"Paris Basin","FrValoL","Specialized Buildings: polity owned drinking water supply systems","0.9","","","","simple","simple",""
"Paris Basin","FrValoL","Specialized Buildings: polity owned markets","0.9","","","","simple","simple",""
"Paris Basin","FrValoL","Specialized Buildings: polity owned food storage sites","0.9","","","","simple","simple",""
"Paris Basin","FrValoL","Specialized Buildings: polity owned Roads","1","","","","simple","simple",""
"Paris Basin","FrValoL","Specialized Buildings: polity owned Bridges","0.9","","","","simple","simple",""
"Paris Basin","FrValoL","Specialized Buildings: polity owned Ports","1","","","","simple","simple",""
"Paris Basin","FrValoL","Specialized Buildings: polity owned Mines or quarries","1","","","","simple","simple",""
"Paris Basin","FrValoL","Other Couriers","0.9","","","","simple","simple",""
"Paris Basin","FrValoL","Other Postal stations","1","","","","simple","simple",""
"Paris Basin","FrValoL","Other General postal service","0.1","","","","simple","simple",""
"Paris Basin","FrValoL","Information Nonwritten records","1","","","","simple","simple",""
"Paris Basin","FrValoL","Information Written records","1","","","","simple","simple",""
"Paris Basin","FrValoL","Information Script","1","","","","simple","simple",""
"Paris Basin","FrValoL","Information Non-phonetic writing","0","","","","simple","simple",""
"Paris Basin","FrValoL","Information Phonetic alphabetic writing","1","","","","simple","simple",""
"Paris Basin","FrValoL","Information Lists tables and classifications","1","","","","simple","simple",""
"Paris Basin","FrValoL","Information Calendar","0.9","","","","simple","simple",""
"Paris Basin","FrValoL","Information Sacred Texts","1","","","","simple","simple",""
"Paris Basin","FrValoL","Information Religious literature","1","","","","simple","simple",""
"Paris Basin","FrValoL","Information Practical literature","1","","","","simple","simple",""
"Paris Basin","FrValoL","Information History","1","","","","simple","simple",""
"Paris Basin","FrValoL","Information Philosophy","0.9","","","","simple","simple",""
"Paris Basin","FrValoL","Information Scientific literature","1","","","","simple","simple",""
"Paris Basin","FrValoL","Information Fiction","0.9","","","","simple","simple",""
"Paris Basin","FrValoL","Other Articles","0.9","","","","simple","simple",""
"Paris Basin","FrValoL","Other Precious metals","0.9","","","","simple","simple",""
"Paris Basin","FrValoL","Other Indigenous coins","1","","","","simple","simple",""
"Paris Basin","FrValoL","Other Paper currency","0.1","","","","simple","simple",""
"Paris Basin","FrValoL","Largest scale collective ritual of the official cult Frequency for the ritual specialist","1","","","","simple","simple",""
"Paris Basin","FrValoL","Largest scale collective ritual of the official cult Frequency per participant","1","","","","simple","simple",""
"Paris Basin","FrValoL","Largest scale collective ritual of the official cult Frequency for the audience","1","","","","simple","simple",""
"Paris Basin","FrValoL","Most widespread collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Paris Basin","FrValoL","Most widespread collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Paris Basin","FrValoL","Most frequent collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Paris Basin","FrValoL","Most frequent collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Paris Basin","FrValoL","Most euphoric collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Paris Basin","FrValoL","Most euphoric collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Paris Basin","FrValoL","Most euphoric collective ritual of the official cult Frequency for the audience","2","","","","simple","simple",""
"Paris Basin","FrValoL","Normative Ideological precepts concerning morality/supernatural beings High Gods (creator gods)","3","","","","simple","simple",""
"Paris Basin","FrValoL","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of fairness","1","","","","simple","simple",""
"Paris Basin","FrValoL","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of human reciprocity","1","","","","simple","simple",""
"Paris Basin","FrValoL","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of in-group loyalty","0","","","","simple","simple",""
"Paris Basin","FrBurbE","Social Scale Polity Population","18500000","","1600","","complex","simple","simple"
"Paris Basin","FrBurbE","Social Scale Polity Population","21000000","","1650","","complex","simple","simple"
"Paris Basin","FrBurbE","Social Scale Polity territory","931000","","1600","","complex","simple","simple"
"Paris Basin","FrBurbE","Social Scale Polity territory","2600000","","1650","","complex","simple","simple"
"Paris Basin","FrBurbE","Social Scale Population of the largest settlement","200000","","1590","","complex","simple","simple"
"Paris Basin","FrBurbE","Social Scale Population of the largest settlement","245000","","1600","","complex","simple","simple"
"Paris Basin","FrBurbE","Social Scale Population of the largest settlement","430000","","1637","","complex","simple","simple"
"Paris Basin","FrBurbE","Social Scale Population of the largest settlement","455000","","1650","","complex","simple","simple"
"Paris Basin","FrBurbE","Hierarchical Complexity Administrative levels","6","","","","simple","simple",""
"Paris Basin","FrBurbE","Hierarchical Complexity Military levels","10","12","","","complex","range",""
"Paris Basin","FrBurbE","Hierarchical Complexity Religious levels","7","","","","simple","simple",""
"Paris Basin","FrBurbE","Hierarchical Complexity Settlement hierarchy","6","","","","simple","simple",""
"Paris Basin","FrBurbE","Professions Professional military officers","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Professions Professional soldiers","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Professions Professional priesthood","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Bureaucracy characteristics Full-time bureaucrats","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Bureaucracy characteristics Examination system","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Bureaucracy characteristics Merit promotion","0.1","","","","simple","simple",""
"Paris Basin","FrBurbE","Bureaucracy characteristics Specialized government buildings","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Law Courts","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Law Formal legal code","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Law Judges","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Law Professional Lawyers","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Specialized Buildings: polity owned irrigation systems","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Specialized Buildings: polity owned drinking water supply systems","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Specialized Buildings: polity owned markets","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Specialized Buildings: polity owned food storage sites","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Specialized Buildings: polity owned Roads","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Specialized Buildings: polity owned Bridges","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Specialized Buildings: polity owned Canals","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Specialized Buildings: polity owned Ports","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Specialized Buildings: polity owned Mines or quarries","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Other Couriers","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Other Postal stations","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Other General postal service","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Information Nonwritten records","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Information Written records","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Information Script","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Information Non-phonetic writing","0","","","","simple","simple",""
"Paris Basin","FrBurbE","Information Phonetic alphabetic writing","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Information Lists tables and classifications","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Information Calendar","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Information Sacred Texts","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Information Religious literature","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Information Practical literature","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Information History","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Information Philosophy","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Information Scientific literature","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Information Fiction","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Other Articles","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Other Precious metals","0.9","","","","simple","simple",""
"Paris Basin","FrBurbE","Other Indigenous coins","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Other Paper currency","0.1","","","","simple","simple",""
"Paris Basin","FrBurbE","Largest scale collective ritual of the official cult Frequency for the ritual specialist","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Largest scale collective ritual of the official cult Frequency per participant","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Largest scale collective ritual of the official cult Frequency for the audience","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Most widespread collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Paris Basin","FrBurbE","Most widespread collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Paris Basin","FrBurbE","Most frequent collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Paris Basin","FrBurbE","Most frequent collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Paris Basin","FrBurbE","Most euphoric collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Paris Basin","FrBurbE","Most euphoric collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Paris Basin","FrBurbE","Most euphoric collective ritual of the official cult Frequency for the audience","2","","","","simple","simple",""
"Paris Basin","FrBurbE","Normative Ideological precepts concerning morality/supernatural beings High Gods (creator gods)","3","","","","simple","simple",""
"Paris Basin","FrBurbE","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of fairness","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of human reciprocity","1","","","","simple","simple",""
"Paris Basin","FrBurbE","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of in-group loyalty","0","","","","simple","simple",""
"Cahokia","FrBurbL","Social Scale Polity Population","21800000","","1685","","complex","simple","simple"
"Cahokia","FrBurbL","Social Scale Polity Population","23400000","","1715","","complex","simple","simple"
"Cahokia","FrBurbL","Social Scale Polity Population","25300000","","1745","","complex","simple","simple"
"Cahokia","FrBurbL","Social Scale Polity Population","28500000","","1789","","complex","simple","simple"
"Paris Basin","FrBurbL","Social Scale Polity Population","21800000","","1685","","complex","simple","simple"
"Paris Basin","FrBurbL","Social Scale Polity Population","23400000","","1715","","complex","simple","simple"
"Paris Basin","FrBurbL","Social Scale Polity Population","25300000","","1745","","complex","simple","simple"
"Paris Basin","FrBurbL","Social Scale Polity Population","28500000","","1789","","complex","simple","simple"
"Cahokia","FrBurbL","Social Scale Polity territory","2000000","2500000","","","complex","range",""
"Paris Basin","FrBurbL","Social Scale Polity territory","2000000","2500000","","","complex","range",""
"Cahokia","FrBurbL","Social Scale Population of the largest settlement","455000","","1650","","complex","simple","simple"
"Cahokia","FrBurbL","Social Scale Population of the largest settlement","530000","","1700","","complex","simple","simple"
"Cahokia","FrBurbL","Social Scale Population of the largest settlement","556000","","1750","","complex","simple","simple"
"Paris Basin","FrBurbL","Social Scale Population of the largest settlement","455000","","1650","","complex","simple","simple"
"Paris Basin","FrBurbL","Social Scale Population of the largest settlement","530000","","1700","","complex","simple","simple"
"Paris Basin","FrBurbL","Social Scale Population of the largest settlement","556000","","1750","","complex","simple","simple"
"Cahokia","FrBurbL","Hierarchical Complexity Administrative levels","6","","","","simple","simple",""
"Paris Basin","FrBurbL","Hierarchical Complexity Administrative levels","6","","","","simple","simple",""
"Cahokia","FrBurbL","Hierarchical Complexity Military levels","12","14","","","complex","range",""
"Paris Basin","FrBurbL","Hierarchical Complexity Military levels","12","14","","","complex","range",""
"Cahokia","FrBurbL","Hierarchical Complexity Religious levels","6","7","","","complex","range",""
"Paris Basin","FrBurbL","Hierarchical Complexity Religious levels","6","7","","","complex","range",""
"Cahokia","FrBurbL","Hierarchical Complexity Settlement hierarchy","6","","","","simple","simple",""
"Paris Basin","FrBurbL","Hierarchical Complexity Settlement hierarchy","6","","","","simple","simple",""
"Cahokia","FrBurbL","Professions Professional military officers","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Professions Professional military officers","1","","","","simple","simple",""
"Cahokia","FrBurbL","Professions Professional soldiers","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Professions Professional soldiers","1","","","","simple","simple",""
"Cahokia","FrBurbL","Professions Professional priesthood","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Professions Professional priesthood","1","","","","simple","simple",""
"Cahokia","FrBurbL","Bureaucracy characteristics Full-time bureaucrats","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Bureaucracy characteristics Full-time bureaucrats","1","","","","simple","simple",""
"Cahokia","FrBurbL","Bureaucracy characteristics Examination system","0.9","","","","simple","simple",""
"Paris Basin","FrBurbL","Bureaucracy characteristics Examination system","0.9","","","","simple","simple",""
"Cahokia","FrBurbL","Bureaucracy characteristics Merit promotion","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Bureaucracy characteristics Merit promotion","1","","","","simple","simple",""
"Cahokia","FrBurbL","Bureaucracy characteristics Specialized government buildings","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Bureaucracy characteristics Specialized government buildings","1","","","","simple","simple",""
"Cahokia","FrBurbL","Law Courts","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Law Courts","1","","","","simple","simple",""
"Cahokia","FrBurbL","Law Formal legal code","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Law Formal legal code","1","","","","simple","simple",""
"Cahokia","FrBurbL","Law Judges","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Law Judges","1","","","","simple","simple",""
"Cahokia","FrBurbL","Law Professional Lawyers","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Law Professional Lawyers","1","","","","simple","simple",""
"Cahokia","FrBurbL","Specialized Buildings: polity owned irrigation systems","0.9","","","","simple","simple",""
"Paris Basin","FrBurbL","Specialized Buildings: polity owned irrigation systems","0.9","","","","simple","simple",""
"Cahokia","FrBurbL","Specialized Buildings: polity owned drinking water supply systems","0.9","","","","simple","simple",""
"Paris Basin","FrBurbL","Specialized Buildings: polity owned drinking water supply systems","0.9","","","","simple","simple",""
"Cahokia","FrBurbL","Specialized Buildings: polity owned markets","0.9","","","","simple","simple",""
"Paris Basin","FrBurbL","Specialized Buildings: polity owned markets","0.9","","","","simple","simple",""
"Cahokia","FrBurbL","Specialized Buildings: polity owned food storage sites","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Specialized Buildings: polity owned food storage sites","1","","","","simple","simple",""
"Cahokia","FrBurbL","Specialized Buildings: polity owned Roads","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Specialized Buildings: polity owned Roads","1","","","","simple","simple",""
"Cahokia","FrBurbL","Specialized Buildings: polity owned Bridges","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Specialized Buildings: polity owned Bridges","1","","","","simple","simple",""
"Cahokia","FrBurbL","Specialized Buildings: polity owned Canals","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Specialized Buildings: polity owned Canals","1","","","","simple","simple",""
"Cahokia","FrBurbL","Specialized Buildings: polity owned Ports","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Specialized Buildings: polity owned Ports","1","","","","simple","simple",""
"Cahokia","FrBurbL","Specialized Buildings: polity owned Mines or quarries","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Specialized Buildings: polity owned Mines or quarries","1","","","","simple","simple",""
"Cahokia","FrBurbL","Other Couriers","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Other Couriers","1","","","","simple","simple",""
"Cahokia","FrBurbL","Other Postal stations","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Other Postal stations","1","","","","simple","simple",""
"Cahokia","FrBurbL","Other General postal service","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Other General postal service","1","","","","simple","simple",""
"Cahokia","FrBurbL","Information Nonwritten records","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Information Nonwritten records","1","","","","simple","simple",""
"Cahokia","FrBurbL","Information Written records","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Information Written records","1","","","","simple","simple",""
"Cahokia","FrBurbL","Information Script","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Information Script","1","","","","simple","simple",""
"Cahokia","FrBurbL","Information Non-phonetic writing","0","","","","simple","simple",""
"Paris Basin","FrBurbL","Information Non-phonetic writing","0","","","","simple","simple",""
"Cahokia","FrBurbL","Information Phonetic alphabetic writing","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Information Phonetic alphabetic writing","1","","","","simple","simple",""
"Cahokia","FrBurbL","Information Lists tables and classifications","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Information Lists tables and classifications","1","","","","simple","simple",""
"Cahokia","FrBurbL","Information Calendar","0.9","","","","simple","simple",""
"Paris Basin","FrBurbL","Information Calendar","0.9","","","","simple","simple",""
"Cahokia","FrBurbL","Information Sacred Texts","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Information Sacred Texts","1","","","","simple","simple",""
"Cahokia","FrBurbL","Information Religious literature","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Information Religious literature","1","","","","simple","simple",""
"Cahokia","FrBurbL","Information Practical literature","0.9","","","","simple","simple",""
"Paris Basin","FrBurbL","Information Practical literature","0.9","","","","simple","simple",""
"Cahokia","FrBurbL","Information History","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Information History","1","","","","simple","simple",""
"Cahokia","FrBurbL","Information Philosophy","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Information Philosophy","1","","","","simple","simple",""
"Cahokia","FrBurbL","Information Scientific literature","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Information Scientific literature","1","","","","simple","simple",""
"Cahokia","FrBurbL","Information Fiction","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Information Fiction","1","","","","simple","simple",""
"Cahokia","FrBurbL","Other Articles","0.9","","","","simple","simple",""
"Paris Basin","FrBurbL","Other Articles","0.9","","","","simple","simple",""
"Cahokia","FrBurbL","Other Precious metals","0.9","","","","simple","simple",""
"Paris Basin","FrBurbL","Other Precious metals","0.9","","","","simple","simple",""
"Cahokia","FrBurbL","Other Indigenous coins","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Other Indigenous coins","1","","","","simple","simple",""
"Cahokia","FrBurbL","Other Paper currency","1","","1700","1720","complex","simple","range"
"Paris Basin","FrBurbL","Other Paper currency","1","","1700","1720","complex","simple","range"
"Cahokia","FrBurbL","Largest scale collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Paris Basin","FrBurbL","Largest scale collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Cahokia","FrBurbL","Largest scale collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Paris Basin","FrBurbL","Largest scale collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Cahokia","FrBurbL","Most widespread collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Paris Basin","FrBurbL","Most widespread collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Cahokia","FrBurbL","Most widespread collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Paris Basin","FrBurbL","Most widespread collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Cahokia","FrBurbL","Most frequent collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Paris Basin","FrBurbL","Most frequent collective ritual of the official cult Frequency for the ritual specialist","6","","","","simple","simple",""
"Cahokia","FrBurbL","Most frequent collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Paris Basin","FrBurbL","Most frequent collective ritual of the official cult Frequency per participant","6","","","","simple","simple",""
"Cahokia","FrBurbL","Most euphoric collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Paris Basin","FrBurbL","Most euphoric collective ritual of the official cult Frequency for the ritual specialist","2","","","","simple","simple",""
"Cahokia","FrBurbL","Most euphoric collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Paris Basin","FrBurbL","Most euphoric collective ritual of the official cult Frequency per participant","2","","","","simple","simple",""
"Cahokia","FrBurbL","Most euphoric collective ritual of the official cult Frequency for the audience","2","","","","simple","simple",""
"Paris Basin","FrBurbL","Most euphoric collective ritual of the official cult Frequency for the audience","2","","","","simple","simple",""
"Cahokia","FrBurbL","Normative Ideological precepts concerning morality/supernatural beings High Gods (creator gods)","3","","","","simple","simple",""
"Paris Basin","FrBurbL","Normative Ideological precepts concerning morality/supernatural beings High Gods (creator gods)","3","","","","simple","simple",""
"Cahokia","FrBurbL","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of fairness","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of fairness","1","","","","simple","simple",""
"Cahokia","FrBurbL","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of human reciprocity","1","","","","simple","simple",""
"Paris Basin","FrBurbL","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of human reciprocity","1","","","","simple","simple",""
"Cahokia","FrBurbL","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of in-group loyalty","0","","","","simple","simple",""
"Paris Basin","FrBurbL","Normative Ideological precepts concerning morality/supernatural beings supernatural enforcement of in-group loyalty","0","","","","simple","simple",""
"Iceland","IsCommw","Social Scale Polity Population","10000","","930","","complex","simple","simple"
"Iceland","IsCommw","Social Scale Polity Population","31000","","1100","","complex","simple","simple"
"Iceland","IsCommw","Social Scale Polity Population","50000","60000","1262","","complex","range","simple"
"Iceland","IsCommw","Social Scale Polity territory","103000","","","","simple","simple",""
"Iceland","IsCommw","Social Scale Population of the largest settlement","200","300","","","complex","range",""
"Iceland","IsCommw","Hierarchical Complexity Administrative levels","4","","","","simple","simple",""
"Iceland","IsCommw","Hierarchical Complexity Military levels","2","","930","1200","complex","simple","range"
"Iceland","IsCommw","Hierarchical Complexity Military levels","3","","1201","1262","complex","simple","range"
"Iceland","IsCommw","Hierarchical Complexity Religious levels","1","","930","1055","complex","simple","range"
"Iceland","IsCommw","Hierarchical Complexity Religious levels","2","","1056","1262","complex","simple","range"
"Iceland","IsCommw","Hierarchical Complexity Settlement hierarchy","1","","930","1050","complex","simple","range"
"Iceland","IsCommw","Hierarchical Complexity Settlement hierarchy","2","","1051","1200","complex","simple","range"
"Iceland","IsCommw","Hierarchical Complexity Settlement hierarchy","3","","1201","1262","complex","simple","range"
"Iceland","IsCommw","Professions Professional military officers","0","","930","1200","complex","simple","range"
"Iceland","IsCommw","Professions Professional military officers","1","","1201","1262","complex","simple","range"
"Iceland","IsCommw","Professions Professional soldiers","0.1","","930","1200","complex","simple","range"
"Iceland","IsCommw","Professions Professional soldiers","1","","1201","1262","complex","simple","range"
"Iceland","IsCommw","Professions Professional priesthood","0","","930","1055","complex","simple","range"
"Iceland","IsCommw","Professions Professional priesthood","1","","1056","1262","complex","simple","range"
"Iceland","IsCommw","Bureaucracy characteristics Full-time bureaucrats","0","","","","simple","simple",""
"Iceland","IsCommw","Bureaucracy characteristics Specialized government buildings","0","","","","simple","simple",""
"Iceland","IsCommw","Law Courts","0","","","","simple","simple",""
"Iceland","IsCommw","Law Formal legal code","1","","","","simple","simple",""
"Iceland","IsCommw","Law Judges","0","","","","simple","simple",""
"Iceland","IsCommw","Law Professional Lawyers","0","","","","simple","simple",""
"Iceland","IsCommw","Specialized Buildings: polity owned irrigation systems","0","","","","simple","simple",""
"Iceland","IsCommw","Specialized Buildings: polity owned drinking water supply systems","0","","","","simple","simple",""
"Iceland","IsCommw","Specialized Buildings: polity owned markets","0","","","","simple","simple",""
"Iceland","IsCommw","Specialized Buildings: polity owned food storage sites","0","","","","simple","simple",""
"Iceland","IsCommw","Specialized Buildings: polity owned Roads","0","","","","simple","simple",""
"Iceland","IsCommw","Specialized Buildings: polity owned Bridges","0","","","","simple","simple",""
"Iceland","IsCommw","Specialized Buildings: polity owned Canals","0","","","","simple","simple",""
"Iceland","IsCommw","Specialized Buildings: polity owned Ports","0","","","","simple","simple",""
"Iceland","IsCommw","Specialized Buildings: polity owned Mines or quarries","0","","","","simple","simple",""
"Iceland","IsCommw","Other Couriers","0","","","","simple","simple",""
"Iceland","IsCommw","Other Postal stations","0","","","","simple","simple",""
"Iceland","IsCommw","Other General postal service","0","","","","simple","simple",""
"Iceland","IsCommw","Information Nonwritten records","1","","","","simple","simple",""
"Iceland","IsCommw","Information Written records","0","","930","1100","complex","simple","range"
"Iceland","IsCommw","Information Written records","1","","1101","1262","complex","simple","range"
"Iceland","IsCommw","Information Script","1","","","","simple","simple",""
"Iceland","IsCommw","Information Phonetic alphabetic writing","1","","","","simple","simple",""
"Iceland","IsCommw","Information Lists tables and classifications","0","","930","1000","complex","simple","range"
"Iceland","IsCommw","Information Lists tables and classifications","1","","1001","1262","complex","simple","range"
"Iceland","IsCommw","Information Calendar","0.1","","930","1000","complex","simple","range"
"Iceland","IsCommw","Information Calendar","1","","1001","1262","complex","simple","range"
